    pgc |       ra |      dec |       gl |       gb |      sgl |      sgb |    Vhel |     Vls |    d25 |  b_a |         pa |         ty |                       type | sdss | alfa100 | QA_sdss | QA_wise |    ebv |   u_mag |   g_mag |   r_mag |   i_mag |   z_mag | u_Rasy | g_Rasy | r_Rasy | i_Rasy | z_Rasy |   A_u |   A_g |   A_r |   A_i |   A_z |  Sba |    Spa | mu0_u | mu0_g | mu0_r | mu0_i | mu0_z | mu50_u | mu50_g | mu50_r | mu50_i | mu50_z | mu90_u | mu90_g | mu90_r | mu90_i | mu90_z | m255_u | m255_g | m255_r | m255_i | m255_z | disc_mu0_u | disc_mu0_g | disc_mu0_r | disc_mu0_i | disc_mu0_z |   h_u |   h_g |   h_r |   h_i |    h_z | R50_u | R50_g | R50_r | R50_i | R50_z | R90_u | R90_g | R90_r | R90_i | R90_z | R255_u | R255_g | R255_r | R255_i | R255_z | C82_u | C82_g | C82_r | C82_i | C82_z | d_m_ext_u | d_m_ext_g | d_m_ext_r | d_m_ext_i | d_m_ext_z |  w1_mag |  w2_mag | w1_Rasy | w2_Rasy |  A_w1 |  A_w2 |  Wba |    Wpa | mu0_w1 | mu0_w2 | mu50_w1 | mu50_w2 | mu90_w1 | mu90_w2 | m255_w1 | m255_w2 | disc_mu0_w1 | disc_mu0_w2 |  h_w1 |  h_w2 | R50_w1 | R50_w2 | R90_w1 | R90_w2 | R255_w1 | R255_w2 | C82_w1 | C82_w2 | d_m_ext_w1 | d_m_ext_w2 | Sqlt | Wqlt | dst | trl | nsp | fon | fnt | cwd | ovm | fov | mlp | bts | unc |                                                                                                 note | inc | inc_e | inc_flg | inc_n |                                                                                             inc_note
    117 |   0.3812 |  11.3461 | 103.8269 | -49.6651 | 304.0926 |  15.7574 |  9099.0 |  9308.4 |   0.74 | 0.69 |      135.5 |        6.0 |              Sc            |    1 |       1 |       1 |       1 |  0.072 |   15.90 |   14.60 |   13.95 |   13.58 |   13.35 |   1.30 |   1.20 |   0.75 |   0.70 |   0.65 | 0.314 | 0.239 | 0.168 | 0.124 | 0.092 | 0.79 | 135.50 | 20.86 | 19.54 | 18.71 | 18.30 | 17.93 |  23.09 |  21.90 |  21.26 |  20.91 |  20.60 |  25.33 |  24.05 |  23.38 |  23.03 |  22.70 |  15.98 |  14.62 |  13.96 |  13.59 |  13.35 |      20.94 |      19.76 |      19.07 |      18.84 |      18.61 |  0.09 |  0.10 |  0.10 |  0.10 |   0.10 |  0.17 |  0.19 |  0.18 |  0.18 |  0.18 |  0.37 |  0.39 |  0.39 |  0.39 |  0.37 |   0.40 |   0.51 |   0.56 |   0.59 |   0.54 |  3.25 |  3.21 |  3.35 |  3.45 |  3.48 |   -0.0882 |   -0.0351 |   -0.0203 |   -0.0169 |   -0.0141 |   13.45 |   13.97 |    1.20 |    0.80 | 0.014 | 0.011 | 0.88 | 135.50 |  18.77 |  19.22 |   20.64 |   21.05 |   23.39 |   23.38 |   13.50 |   13.98 |       18.58 |       19.20 |  0.10 |  0.10 |   0.18 |   0.18 |   0.44 |   0.39 |    0.63 |    0.59 |   3.24 |   2.99 |    -0.0137 |    -0.0225 |    4 |    5 |     |     |     |   F |     |     |     |     |     |     |     |                                                                                                      |   0 |     0 |       1 |     4 |                                                                              [bad_TF] [HI] [face_on]
    118 |   0.3917 |  15.0816 | 105.4400 | -46.0894 | 307.8878 |  16.5746 |  6364.0 |  6586.5 |   0.71 | 0.44 |        0.4 |        4.2 |            SBbc            |    1 |       1 |       1 |       1 |  0.046 |   16.40 |   15.46 |   15.05 |   14.82 |   14.64 |   0.75 |   0.90 |   0.80 |   0.70 |   1.10 | 0.202 | 0.154 | 0.108 | 0.080 | 0.059 | 0.94 |   0.30 | 21.48 | 20.60 | 20.12 | 19.91 | 19.73 |  24.50 |  23.47 |  23.04 |  22.76 |  22.55 |  26.37 |  25.10 |  24.65 |  24.53 |  24.16 |  16.58 |  15.55 |  15.12 |  14.89 |  14.70 |      22.23 |      20.58 |      20.60 |      20.04 |      20.32 |  0.13 |  0.10 |  0.11 |  0.10 |   0.11 |  0.23 |  0.21 |  0.21 |  0.20 |  0.20 |  0.41 |  0.39 |  0.39 |  0.40 |  0.40 |   0.36 |   0.41 |   0.45 |   0.47 |   0.47 |  3.13 |  3.29 |  3.44 |  3.48 |  3.54 |   -0.2380 |   -0.0668 |   -0.0676 |   -0.0436 |   -0.0543 |   15.10 |   15.74 |    1.20 |    0.60 | 0.009 | 0.007 | 0.94 |   0.30 |  21.16 |  21.72 |   23.33 |   23.73 |   26.67 |   26.00 |   15.29 |   15.88 |       20.98 |       22.01 |  0.12 |  0.15 |   0.25 |   0.23 |   0.66 |   0.48 |    0.51 |    0.44 |   3.72 |   3.32 |    -0.0912 |    -0.2010 |    4 |    3 |     |     |     |   F |     |     |     |     |     |     |     |                                                              not a good elipse can fit to the galaxy |   0 |     0 |       1 |     4 |                                                          [loose arms] [bad_TF] [ambiguous] [face_on]
    124 |   0.4029 |   3.5056 |  99.5867 | -57.0905 | 296.2413 |  13.7943 |  6350.0 |  6528.9 |   1.15 | 0.14 |        4.4 |        5.7 |              Sc            |    1 |       1 |       1 |       1 |  0.023 |   17.27 |   15.85 |   15.26 |   14.96 |   14.74 |   0.55 |   1.05 |   1.10 |   1.20 |   1.30 | 0.100 | 0.076 | 0.053 | 0.040 | 0.029 | 0.23 |   4.40 | 23.98 | 21.88 | 21.17 | 20.73 | 20.32 |  24.40 |  23.13 |  22.55 |  22.23 |  22.00 |  24.98 |  24.34 |  24.05 |  23.81 |  23.94 |  17.26 |  15.90 |  15.32 |  15.01 |  14.80 |      23.69 |      20.83 |      19.90 |      19.51 |      19.80 |  0.40 |  0.17 |  0.15 |  0.14 |   0.16 |  0.29 |  0.32 |  0.31 |  0.30 |  0.30 |  0.50 |  0.57 |  0.59 |  0.60 |  0.62 |   0.56 |   0.66 |   0.71 |   0.76 |   0.76 |  2.98 |  3.08 |  3.29 |  3.41 |  3.57 |   -0.7631 |   -0.0807 |   -0.0392 |   -0.0289 |   -0.0362 |   15.18 |   15.75 |    1.30 |    1.20 | 0.004 | 0.003 | 0.29 |   4.40 |  20.92 |  21.61 |   22.70 |   23.44 |   25.43 |   26.81 |   15.29 |   15.90 |       20.54 |       21.53 |  0.17 |  0.20 |   0.32 |   0.34 |   0.74 |   0.86 |    0.75 |    0.71 |   3.33 |   3.41 |    -0.0646 |    -0.1390 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  86 |     2 |       0 |    10 |                                                                                                     
    128 |   0.4233 |  32.1078 | 110.8226 | -29.5916 | 325.5516 |  19.3854 | 12559.0 | 12828.6 |   0.42 | 0.63 |      160.0 |        7.5 |              Sd            |    1 |       1 |       1 |       0 |  0.052 |   17.15 |   16.19 |   15.96 |   15.70 |   15.45 |   0.80 |   0.60 |   0.70 |   0.55 |   0.75 | 0.227 | 0.172 | 0.121 | 0.090 | 0.067 | 0.69 | 163.30 | 22.42 | 21.21 | 20.64 | 20.14 | 19.74 |  23.67 |  22.70 |  22.14 |  21.88 |  21.77 |  25.17 |  24.75 |  23.88 |  23.89 |  24.29 |  17.22 |  16.27 |  15.99 |  15.73 |  15.53 |      21.92 |      20.64 |      20.03 |      19.94 |      19.61 |  0.09 |  0.08 |  0.07 |  0.07 |   0.07 |  0.14 |  0.14 |  0.13 |  0.12 |  0.13 |  0.27 |  0.29 |  0.25 |  0.26 |  0.30 |   0.29 |   0.33 |   0.32 |   0.34 |   0.35 |  2.75 |  2.99 |  2.93 |  3.20 |  3.58 |   -0.1883 |   -0.0700 |   -0.0435 |   -0.0405 |   -0.0311 |    0.00 |    0.00 |    0.00 |    0.00 | 0.000 | 0.000 | 0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |        0.00 |        0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |   0.00 |   0.00 |     0.0000 |     0.0000 |    5 |    0 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  59 |     4 |       0 |     3 |                                                                                                     
    129 |   0.4246 |  23.4958 | 108.4200 | -37.9700 | 316.5500 |  18.1500 |  4336.0 |  4584.5 |   1.41 | 0.35 |      135.4 |        4.8 |             SBc            |    1 |       1 |       1 |       0 |  0.111 |   15.26 |   14.05 |   13.28 |   12.85 |   12.50 |   1.85 |   1.55 |   1.55 |   1.60 |   1.60 | 0.483 | 0.367 | 0.257 | 0.191 | 0.142 | 0.41 | 135.40 | 23.02 | 20.76 | 19.48 | 18.70 | 18.01 |  23.33 |  21.77 |  20.93 |  20.38 |  19.90 |  26.80 |  24.70 |  23.99 |  23.40 |  22.76 |  15.53 |  14.13 |  13.33 |  12.88 |  12.52 |      19.86 |      18.98 |      18.95 |      18.83 |      18.37 |  0.13 |  0.14 |  0.16 |  0.17 |   0.16 |  0.39 |  0.34 |  0.32 |  0.29 |  0.27 |  1.09 |  0.72 |  0.71 |  0.68 |  0.62 |   0.66 |   0.84 |   1.03 |   1.12 |   1.16 |  2.81 |  2.47 |  2.89 |  3.14 |  3.32 |   -0.0380 |   -0.0189 |   -0.0185 |   -0.0167 |   -0.0116 |    0.00 |    0.00 |    0.00 |    0.00 | 0.000 | 0.000 | 0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |        0.00 |        0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |   0.00 |   0.00 |     0.0000 |     0.0000 |    5 |    0 |     |     |     |     |     |     |     |     |   M |     |   U |                                                                     Interacting galaxies, < 1 arcmin |   0 |     0 |       1 |     1 |                                                                                  [merger] [multiple]
    143 |   0.4925 | -15.4609 |  75.8635 | -73.6245 | 277.8077 |   8.0860 |  -122.0 |   -29.0 |  10.47 | 0.34 |        5.0 |        9.9 |              IB            |    0 |       0 |       0 |       1 |  0.000 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |    0.0000 |    0.0000 |    0.0000 |    0.0000 |    0.0000 |   11.28 |   11.73 |   10.40 |   11.40 | 0.007 | 0.006 | 0.52 | 171.00 |  23.29 |  24.09 |   24.32 |   24.93 |   26.68 |   26.62 |   11.56 |   12.40 |       22.49 |       21.71 |  1.77 |  1.11 |   3.19 |   3.43 |   6.63 |   7.15 |    4.94 |    3.70 |   2.97 |   3.17 |    -0.2926 |    -0.1604 |    0 |    4 |     |     |     |     |     |     |     |     |     |     |     |                                                                                       W3 background? |   0 |     0 |       1 |     5 |                        [resolved local galaxy] [better_image] [bad_TF] [ambiguous] [HI] [not_spiral]
    146 |   0.5133 |  17.5739 | 106.5494 | -43.7212 | 310.4600 |  16.9746 |  6360.0 |  6590.5 |   0.81 | 0.69 |      170.0 |        7.6 |              Sd            |    1 |       1 |       1 |       1 |  0.028 |   16.84 |   15.72 |   15.22 |   14.92 |   14.80 |   0.75 |   1.20 |   1.15 |   1.30 |   0.60 | 0.121 | 0.092 | 0.065 | 0.048 | 0.036 | 0.86 | 170.00 | 23.17 | 21.86 | 21.13 | 20.72 | 20.54 |  24.75 |  23.48 |  22.96 |  22.71 |  22.46 |   0.00 |  25.10 |  24.70 |  24.63 |  24.22 |  17.14 |  15.80 |  15.28 |  14.97 |  14.83 |      23.99 |      21.40 |      20.77 |      20.40 |      20.04 |  0.34 |  0.12 |  0.11 |  0.11 |   0.10 |  0.24 |  0.22 |  0.21 |  0.21 |  0.20 |  0.53 |  0.41 |  0.41 |  0.43 |  0.40 |   0.34 |   0.44 |   0.48 |   0.51 |   0.50 |  2.76 |  2.84 |  3.05 |  3.19 |  3.21 |   -0.9840 |   -0.1259 |   -0.0774 |   -0.0581 |   -0.0437 |   15.43 |   16.02 |    0.90 |    1.10 | 0.005 | 0.004 | 0.74 | 170.00 |  21.64 |  22.35 |   23.07 |   24.00 |   24.83 |   25.42 |   15.50 |   16.18 |       20.92 |       22.48 |  0.13 |  0.18 |   0.24 |   0.27 |   0.47 |   0.59 |    0.53 |    0.51 |   2.84 |   3.14 |    -0.0869 |    -0.2910 |    4 |    4 |     |     |     |   F |   N |     |     |     |     |   B |     |                                                                                                      |  50 |     4 |       0 |     6 |                                                                             [faint!] [a bright star]
    155 |   0.5162 |  12.5310 | 104.5493 | -48.5706 | 305.3231 |  15.8984 |  7943.0 |  8156.4 |   0.54 | 0.43 |       80.5 |        4.3 |             Sbc            |    1 |       1 |       1 |       1 |  0.090 |   16.96 |   15.84 |   15.28 |   14.97 |   14.72 |   0.45 |   0.80 |   0.75 |   0.90 |   0.95 | 0.390 | 0.297 | 0.208 | 0.154 | 0.115 | 0.52 |  83.00 | 21.96 | 20.73 | 20.16 | 19.83 | 19.57 |  22.58 |  21.43 |  20.93 |  20.66 |  20.41 |  25.38 |  23.66 |  23.36 |  23.13 |  22.77 |  17.07 |  15.87 |  15.31 |  14.99 |  14.73 |      19.12 |      18.59 |      18.40 |      18.50 |      17.92 |  0.04 |  0.05 |  0.06 |  0.06 |   0.06 |  0.12 |  0.12 |  0.12 |  0.12 |  0.12 |  0.25 |  0.23 |  0.25 |  0.25 |  0.25 |   0.25 |   0.33 |   0.37 |   0.42 |   0.48 |  2.51 |  2.54 |  2.60 |  2.64 |  2.65 |   -0.0212 |   -0.0138 |   -0.0119 |   -0.0128 |   -0.0081 |   15.01 |   15.45 |    0.80 |    0.90 | 0.017 | 0.013 | 0.60 |  83.00 |  20.07 |  20.64 |   21.28 |   21.78 |   23.02 |   23.48 |   15.03 |   15.48 |       18.26 |       18.65 |  0.07 |  0.07 |   0.16 |   0.17 |   0.29 |   0.30 |    0.45 |    0.42 |   2.38 |   2.48 |    -0.0106 |    -0.0145 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  71 |     3 |       0 |     8 |                                                                              [H1 has a central peek]
    156 |   0.5225 |  16.5903 | 106.1972 | -44.6719 | 309.4554 |  16.7666 |  1050.0 |  1278.0 |   0.91 | 0.59 |        0.0 |        9.9 |             IAB            |    1 |       1 |       1 |       1 |  0.035 |   16.32 |   15.38 |   15.05 |   14.88 |   14.67 |   1.70 |   1.65 |   1.60 |   1.45 |   1.40 | 0.151 | 0.115 | 0.081 | 0.060 | 0.044 | 0.60 | 149.60 | 23.42 | 22.56 | 22.21 | 22.09 | 21.70 |  24.92 |  23.88 |  23.55 |  23.38 |  23.45 |  27.26 |  26.12 |  25.87 |  25.88 |  26.03 |  16.67 |  15.55 |  15.21 |  15.01 |  14.89 |      24.00 |      22.21 |      21.71 |      21.60 |      21.63 |  0.38 |  0.22 |  0.20 |  0.20 |   0.23 |  0.35 |  0.33 |  0.33 |  0.33 |  0.37 |  0.78 |  0.73 |  0.75 |  0.75 |  0.91 |   0.51 |   0.64 |   0.68 |   0.71 |   0.69 |  3.58 |  3.47 |  3.47 |  3.45 |  3.62 |   -0.9865 |   -0.2352 |   -0.1599 |   -0.1468 |   -0.1506 |   15.74 |   16.30 |    1.60 |    0.90 | 0.007 | 0.005 | 0.66 | 149.60 |  22.64 |  23.30 |   24.01 |   24.73 |   26.43 |   26.30 |   15.97 |   16.60 |       22.21 |       23.55 |  0.19 |  0.29 |   0.33 |   0.34 |   0.73 |   0.70 |    0.57 |    0.51 |   3.12 |   3.10 |    -0.2353 |    -0.6777 |    4 |    3 |   D |     |     |     |     |     |     |     |     |     |     |                                                                                                      |   0 |     0 |       1 |    11 | [diffuse] [inclination ambiguouss] [diffuse gas] [not_sure] [better_image] [bad_TF] [ambiguous] [dis
    165 |   0.5958 |  27.2106 | 109.6977 | -34.3974 | 320.4398 |  18.5837 |  7620.0 |  7878.0 |   1.10 | 0.24 |       48.6 |        4.1 |             Sbc            |    1 |       1 |       1 |       1 |  0.048 |   16.71 |   15.59 |   15.06 |   14.75 |   14.56 |   0.85 |   1.65 |   1.60 |   1.55 |   1.74 | 0.210 | 0.160 | 0.112 | 0.083 | 0.062 | 0.22 |  48.60 | 22.39 | 21.05 | 20.28 | 19.91 | 19.63 |  23.65 |  22.50 |  21.91 |  21.60 |  21.30 |  25.60 |  24.33 |  23.96 |  23.64 |  23.23 |  16.84 |  15.63 |  15.09 |  14.78 |  14.59 |      20.89 |      20.16 |      19.59 |      19.31 |      18.71 |  0.13 |  0.14 |  0.14 |  0.14 |   0.12 |  0.31 |  0.29 |  0.27 |  0.27 |  0.25 |  0.58 |  0.55 |  0.56 |  0.57 |  0.52 |   0.57 |   0.68 |   0.74 |   0.77 |   0.73 |  2.75 |  2.97 |  3.16 |  3.29 |  3.26 |   -0.0851 |   -0.0481 |   -0.0306 |   -0.0246 |   -0.0152 |   14.78 |   15.14 |    0.90 |    1.00 | 0.009 | 0.007 | 0.47 |  42.70 |  20.21 |  20.82 |   21.57 |   22.30 |   23.73 |   25.40 |   14.81 |   15.25 |       19.18 |       19.80 |  0.10 |  0.11 |   0.21 |   0.24 |   0.44 |   0.58 |    0.61 |    0.59 |   3.02 |   3.06 |    -0.0223 |    -0.0362 |    4 |    4 |     |     |     |     |     |     |     |     |     |   B |     |                                                                                                      |  82 |     3 |       0 |     8 |                                                                                                     
    171 |   0.5875 |  77.2569 | 120.1543 |  14.6507 |  13.3827 |  18.2069 |  2419.0 |  2695.0 |   0.91 | 0.68 |      156.5 |        4.6 |              Sc            |    0 |       0 |       0 |       1 |  0.000 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |    0.0000 |    0.0000 |    0.0000 |    0.0000 |    0.0000 |   13.08 |   13.70 |    1.80 |    1.80 | 0.073 | 0.058 | 0.68 | 200.30 |  20.27 |  20.94 |   22.20 |   22.60 |   25.61 |   25.86 |   13.21 |   13.83 |       20.33 |       20.88 |  0.24 |  0.24 |   0.43 |   0.40 |   1.24 |   1.06 |    1.17 |    0.99 |   4.00 |   3.74 |    -0.0548 |    -0.0840 |    0 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  53 |     4 |       0 |     3 |                                                                                                     
    176 |   0.6450 |  -3.7108 |  94.3254 | -63.8352 | 289.2038 |  11.5575 |  6465.0 |  6612.4 |   1.07 | 0.62 |      179.8 |        4.0 |             Sbc            |    1 |       0 |       1 |       1 |  0.039 |   15.33 |   14.13 |   13.54 |   13.21 |   13.03 |   1.50 |   2.00 |   1.80 |   1.55 |   1.15 | 0.170 | 0.129 | 0.091 | 0.067 | 0.050 | 0.51 | 189.40 | 22.35 | 20.47 | 19.26 | 18.58 | 18.10 |  23.16 |  21.89 |  21.26 |  20.93 |  20.65 |  25.71 |  24.37 |  23.80 |  23.52 |  23.14 |  15.45 |  14.18 |  13.57 |  13.23 |  13.05 |      21.09 |      20.00 |      19.41 |      19.17 |      18.96 |  0.15 |  0.16 |  0.15 |  0.16 |   0.15 |  0.31 |  0.29 |  0.27 |  0.27 |  0.25 |  0.67 |  0.64 |  0.62 |  0.62 |  0.58 |   0.65 |   0.81 |   0.87 |   0.92 |   0.95 |  2.89 |  3.13 |  3.34 |  3.54 |  3.62 |   -0.0987 |   -0.0426 |   -0.0266 |   -0.0219 |   -0.0187 |   13.19 |   13.74 |    1.50 |    1.00 | 0.007 | 0.006 | 0.60 | 184.40 |  18.94 |  19.28 |   20.82 |   21.17 |   23.52 |   23.39 |   13.23 |   13.77 |       18.96 |       18.88 |  0.14 |  0.12 |   0.26 |   0.24 |   0.59 |   0.50 |    0.90 |    0.73 |   3.27 |   3.19 |    -0.0186 |    -0.0175 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  54 |     4 |       0 |     8 |                                                                                                     
    179 |   0.6663 |   8.7369 | 103.0010 | -52.2373 | 301.5330 |  14.8673 |  5537.0 |  5736.1 |   1.23 | 0.27 |       23.5 |        3.0 |              Sb            |    1 |       1 |       1 |       1 |  0.065 |   16.78 |   15.34 |   14.50 |   14.05 |   13.76 |   1.60 |   1.35 |   1.65 |   1.35 |   1.35 | 0.284 | 0.216 | 0.152 | 0.112 | 0.084 | 0.25 |  23.50 | 21.63 | 19.89 | 18.70 | 18.01 | 17.55 |  23.72 |  21.79 |  20.90 |  20.40 |  20.04 |  27.27 |  24.51 |  23.64 |  23.21 |  22.74 |  17.05 |  15.39 |  14.53 |  14.07 |  13.77 |      21.80 |      19.94 |      19.24 |      18.91 |      18.84 |  0.14 |  0.12 |  0.13 |  0.13 |   0.14 |  0.26 |  0.22 |  0.21 |  0.20 |  0.19 |  0.72 |  0.51 |  0.50 |  0.50 |  0.47 |   0.48 |   0.64 |   0.73 |   0.83 |   0.78 |  3.91 |  3.36 |  3.58 |  3.74 |  3.72 |   -0.1719 |   -0.0404 |   -0.0232 |   -0.0179 |   -0.0169 |   13.84 |   14.33 |    1.40 |    1.20 | 0.012 | 0.010 | 0.27 |  22.00 |  18.69 |  19.26 |   20.42 |   21.04 |   23.05 |   23.88 |   13.87 |   14.38 |       18.52 |       19.20 |  0.14 |  0.14 |   0.24 |   0.25 |   0.56 |   0.61 |    0.85 |    0.84 |   3.33 |   3.44 |    -0.0131 |    -0.0225 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  85 |     2 |       0 |     8 |                                                                                                     
    181 |   0.6767 | -80.3482 | 305.4559 | -36.5399 | 216.1117 | -13.3206 |  1956.0 |  1741.0 |   1.51 | 0.28 |       23.4 |        9.0 |             SBm            |    0 |       0 |       0 |       1 |  0.000 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |    0.0000 |    0.0000 |    0.0000 |    0.0000 |    0.0000 |   14.79 |   15.14 |    2.80 |    3.20 | 0.018 | 0.014 | 0.38 |  20.30 |  23.80 |  24.46 |   24.83 |   25.39 |   27.25 |   26.57 |   15.19 |   15.84 |       22.76 |       -9.99 |  0.47 | -9.99 |   0.90 |   0.97 |   2.01 |   2.20 |    1.24 |    1.01 |   3.18 |   3.47 |    -0.3593 |    -9.9900 |    0 |    4 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  85 |     7 |       0 |     3 |                                                                          [disturbed?] [faint, stars]
    185 |   0.6696 |  16.6003 | 106.3919 | -44.6998 | 309.4958 |  16.6308 |  6278.0 |  6505.0 |   0.55 | 0.46 |       65.0 |        5.4 |              Sc            |    1 |       1 |       1 |       1 |  0.035 |   17.11 |   15.96 |   15.46 |   15.17 |   14.97 |   0.65 |   0.80 |   1.10 |   1.05 |   0.65 | 0.154 | 0.117 | 0.082 | 0.061 | 0.045 | 0.47 |  65.00 | 22.18 | 20.59 | 20.02 | 19.71 | 19.45 |  23.49 |  22.54 |  22.09 |  21.90 |  21.71 |  25.37 |  24.87 |  24.38 |  24.11 |  24.00 |  17.20 |  16.03 |  15.51 |  15.22 |  15.04 |      20.87 |      20.49 |      20.24 |      20.12 |      20.37 |  0.08 |  0.09 |  0.10 |  0.11 |   0.12 |  0.16 |  0.17 |  0.17 |  0.17 |  0.17 |  0.31 |  0.37 |  0.38 |  0.40 |  0.41 |   0.33 |   0.43 |   0.48 |   0.50 |   0.49 |  2.86 |  3.37 |  3.54 |  3.69 |  3.78 |   -0.0834 |   -0.0623 |   -0.0511 |   -0.0466 |   -0.0566 |   15.60 |   16.21 |    0.90 |    0.80 | 0.007 | 0.005 | 0.62 |  62.40 |  20.97 |  21.69 |   22.36 |   23.02 |   24.33 |   24.64 |   15.65 |   16.25 |       20.23 |       21.15 |  0.10 |  0.11 |   0.19 |   0.19 |   0.37 |   0.36 |    0.46 |    0.42 |   2.93 |   2.96 |    -0.0505 |    -0.1035 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  65 |     4 |       0 |     6 |                                                                                                     
    186 |   0.6933 |  18.8863 | 107.2408 | -42.4978 | 311.8408 |  17.0661 |  7894.0 |  8128.3 |   1.29 | 0.38 |       82.5 |        1.0 |             SBa            |    1 |       1 |       1 |       1 |  0.034 |   16.02 |   14.30 |   13.52 |   13.10 |   12.85 |   0.90 |   1.60 |   1.60 |   1.70 |   1.50 | 0.148 | 0.113 | 0.079 | 0.059 | 0.044 | 0.38 |  82.50 | 20.56 | 19.10 | 17.63 | 17.07 | 16.67 |  23.70 |  22.16 |  21.25 |  20.82 |  20.41 |  25.47 |  24.52 |  23.85 |  23.39 |  23.11 |  16.12 |  14.36 |  13.55 |  13.12 |  12.86 |      22.35 |      20.63 |      20.00 |      19.56 |      19.05 |  0.21 |  0.20 |  0.20 |  0.20 |   0.18 |  0.30 |  0.29 |  0.27 |  0.27 |  0.25 |  0.64 |  0.73 |  0.72 |  0.72 |  0.68 |   0.65 |   0.87 |   1.05 |   1.11 |   1.11 |  4.00 |  4.60 |  5.38 |  5.49 |  5.41 |   -0.2626 |   -0.0694 |   -0.0424 |   -0.0300 |   -0.0199 |   13.10 |   13.70 |    1.60 |    1.30 | 0.006 | 0.005 | 0.54 |  82.50 |  18.61 |  19.43 |   20.82 |   21.49 |   24.01 |   24.17 |   13.14 |   13.74 |       19.38 |       19.84 |  0.18 |  0.17 |   0.27 |   0.28 |   0.73 |   0.68 |    1.04 |    0.93 |   3.95 |   3.62 |    -0.0260 |    -0.0372 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  67 |     4 |       0 |     9 |                                                                                                     
